HMC5883L connection successful
MPU6050 connection successful
BMP085 connection successful
t	ax	ay	az	gx	gy	gz	mx	my	mz	temp	press	alt
60277	-80	-117	1982	-51	-2	0	-180	-416	-320	7.40	99494.00	153.57
60298	-92	-108	1984	-50	0	-1	-180	-414	-329	7.40	99508.00	152.39
60319	-93	-123	1972	-51	1	1	-180	-414	-329	7.40	99500.00	153.06
60340	-88	-124	1974	-53	2	-4	-180	-414	-329	7.40	99496.00	153.40
60360	-82	-124	1993	-49	3	-4	-179	-414	-327	7.40	99503.00	152.81
60381	-80	-116	1975	-50	1	-6	-179	-414	-327	7.40	99497.00	153.32
60402	-102	-112	1998	-50	0	-5	-179	-414	-327	7.40	99499.00	153.15
60423	-100	-114	1988	-51	1	-4	-180	-415	-323	7.40	99499.00	153.15
60443	-89	-127	1980	-50	4	-4	-180	-415	-323	7.40	99496.00	153.40
60464	-88	-106	1998	-51	2	-7	-180	-415	-323	7.40	99496.00	153.40
60485	-91	-113	1980	-49	0	-3	-180	-414	-321	7.40	99497.00	153.32
60506	-91	-115	1979	-52	-1	-3	-180	-414	-321	7.40	99499.00	153.15
60526	-79	-114	1969	-50	0	-2	-180	-414	-321	7.40	99495.00	153.49
60548	-80	-115	1980	-52	-4	0	-180	-414	-321	7.40	99507.00	152.47
60568	-94	-129	1979	-51	0	-2	-178	-414	-320	7.40	99498.00	153.23
60589	-100	-109	1988	-53	-2	-2	-178	-414	-320	7.40	99492.00	153.74
60609	-81	-116	1980	-53	0	-3	-178	-414	-320	7.40	99501.00	152.98
60631	-88	-118	1994	-50	-2	0	-180	-415	-325	7.40	99506.00	152.56
60651	-88	-107	1992	-51	-2	0	-180	-415	-325	7.40	99502.00	152.90
60672	-82	-117	1991	-52	-1	-3	-180	-415	-325	7.40	99500.00	153.06
60692	-86	-111	1991	-51	-1	-2	-180	-415	-325	7.40	99501.00	152.98
60713	-97	-121	1992	-50	-1	-3	-180	-415	-325	7.40	99509.00	152.31
60734	-98	-119	1964	-51	1	-3	-180	-415	-325	7.40	99501.00	152.98
60754	-97	-116	1979	-49	-1	-2	-179	-415	-326	7.50	99509.00	152.31
60775	-91	-120	1993	-49	1	-6	-179	-415	-326	7.40	99502.00	152.90
60796	-92	-124	1998	-50	0	-5	-179	-415	-326	7.40	99503.00	152.81
60817	-84	-124	1987	-51	3	-4	-179	-412	-323	7.40	99506.00	152.56
60837	-89	-115	1985	-50	-1	-5	-179	-412	-323	7.40	99502.00	152.90
60859	-84	-115	1988	-50	2	-6	-179	-412	-323	7.40	99508.00	152.39
60879	-96	-121	1991	-51	0	-4	-179	-412	-323	7.40	99507.00	152.47
60900	-99	-117	1991	-50	0	-5	-180	-413	-321	7.40	99503.00	152.81
60920	-83	-115	1990	-52	0	-1	-180	-413	-321	7.40	99505.00	152.64
60942	-90	-119	1983	-49	0	-3	-180	-413	-321	7.40	99501.00	152.98
60962	-98	-109	2001	-50	2	-2	-180	-415	-325	7.40	99495.00	153.49
60983	-93	-116	2007	-49	-1	-3	-180	-415	-325	7.40	99503.00	152.81
61003	-95	-115	2008	-53	-2	-3	-180	-415	-325	7.40	99509.00	152.31
61025	-90	-121	2004	-50	1	-3	-180	-414	-327	7.40	99505.00	152.64
61045	-100	-109	1999	-50	-2	-1	-180	-414	-327	7.40	99497.00	153.32
61066	-91	-116	1993	-51	-1	0	-180	-414	-327	7.40	99502.00	152.90
61086	-98	-121	1989	-51	1	-2	-180	-414	-325	7.40	99501.00	152.98
61108	-94	-109	1979	-54	-4	-2	-180	-414	-325	7.40	99504.00	152.73
61128	-79	-123	1997	-50	-1	-4	-180	-414	-325	7.40	99501.00	152.98
61149	-92	-117	1984	-50	-1	-3	-180	-414	-322	7.40	99501.00	152.98
61170	-87	-118	1985	-51	0	0	-180	-414	-322	7.40	99502.00	152.90
61191	-89	-116	1964	-48	3	-4	-180	-414	-322	7.40	99504.00	152.73
61211	-88	-123	1999	-49	3	-3	-182	-412	-322	7.40	99501.00	152.98
61232	-96	-107	1969	-52	2	-5	-182	-412	-332	7.40	99500.00	153.06
61253	-98	-112	1979	-50	0	-4	-182	-412	-332	7.40	99500.00	153.06
61274	-101	-116	1995	-49	3	-3	-182	-412	-332	7.40	99498.00	153.23
61294	-80	-118	1967	-49	1	-4	-180	-414	-322	7.40	99500.00	153.06
61315	-95	-114	1987	-49	0	-3	-180	-414	-322	7.40	99499.00	153.15
61336	-91	-119	1984	-51	1	-4	-180	-414	-322	7.40	99496.00	153.40
61357	-90	-120	1974	-50	4	0	-180	-416	-327	7.40	99501.00	152.98
61377	-88	-108	1982	-49	-1	0	-180	-416	-327	7.40	99501.00	152.98
61399	-90	-122	1993	-51	1	0	-180	-416	-327	7.40	99496.00	153.40
61419	-94	-124	1985	-51	1	-2	-180	-414	-325	7.50	99501.00	152.98
61440	-90	-117	1973	-50	-2	0	-180	-414	-325	7.40	99498.00	153.23
61460	-76	-116	1987	-51	-3	-1	-180	-414	-325	7.40	99497.00	153.32
61481	-86	-120	1980	-52	-2	0	-180	-415	-325	7.40	99502.00	152.90
61502	-87	-119	1983	-49	-1	-3	-180	-415	-325	7.40	99499.00	153.15
61522	-89	-134	2000	-51	-1	-1	-180	-415	-325	7.40	99503.00	152.81
61543	-80	-110	1993	-49	0	-3	-181	-413	-320	7.50	99498.00	153.23
61564	-99	-121	1971	-49	1	-3	-181	-413	-320	7.40	99501.00	152.98
61585	-89	-112	1969	-50	2	-4	-181	-413	-320	7.50	99510.00	152.22
61605	-93	-122	1977	-49	0	-4	-181	-413	-320	7.40	99498.00	153.23
61626	-82	-116	1985	-51	1	-4	-182	-414	-334	7.40	99503.00	152.81
61647	-91	-116	1972	-51	3	-5	-182	-414	-334	7.40	99503.00	152.81
61668	-110	-115	1987	-50	2	-7	-182	-414	-334	7.40	99495.00	153.49
61688	-97	-107	1984	-50	0	-3	-180	-415	-322	7.40	99501.00	152.98
61709	-91	-121	1985	-47	1	-3	-180	-415	-322	7.50	99503.00	152.81
61730	-84	-107	1978	-52	0	-5	-180	-415	-322	7.40	99492.00	153.74
61751	-87	-102	1985	-49	-1	-3	-180	-414	-326	7.40	99503.00	152.81
61771	-107	-119	1991	-52	0	-2	-180	-414	-326	7.40	99496.00	153.40
61793	-86	-117	1962	-49	-2	0	-180	-414	-326	7.40	99499.00	153.15
61813	-104	-118	1975	-52	-2	-3	-179	-415	-327	7.50	99505.00	152.64
61834	-83	-118	1957	-48	-2	-2	-179	-415	-327	7.50	99502.00	152.90
61854	-80	-128	1980	-52	-3	-2	-179	-415	-327	7.50	99503.00	152.81
61876	-84	-114	1979	-50	-1	-4	-180	-413	-320	7.40	99499.00	153.15
61896	-80	-114	1993	-49	1	-2	-180	-413	-320	7.40	99505.00	152.64
61917	-94	-121	1983	-50	0	-1	-180	-413	-320	7.40	99496.00	153.40
61937	-83	-113	1990	-50	2	-5	-180	-413	-320	7.40	99500.00	153.06
61959	-94	-112	1987	-49	1	-3	-180	-413	-321	7.40	99496.00	153.40
61979	-90	-117	1995	-47	-2	-4	-180	-413	-321	7.50	99506.00	152.56
62000	-104	-120	1982	-49	1	-5	-180	-413	-321	7.40	99501.00	152.98
62021	-83	-113	1982	-51	-2	-3	-181	-415	-325	7.50	99500.00	153.06
62042	-86	-115	1980	-49	1	-4	-181	-415	-325	7.40	99499.00	153.15
62062	-80	-112	1981	-51	1	-5	-181	-415	-325	7.50	99508.00	152.39
62083	-95	-126	1990	-50	1	-2	-179	-414	-327	7.40	99500.00	153.06
62104	-95	-119	1989	-49	3	-2	-179	-414	-327	7.50	99502.00	152.90
62125	-83	-114	2001	-51	2	-3	-179	-414	-327	7.50	99505.00	152.64
62145	-85	-123	1971	-52	0	-1	-181	-415	-324	7.50	99501.00	152.98
62166	-90	-122	2001	-47	0	-1	-181	-415	-324	7.40	99494.00	153.57
62187	-93	-121	1980	-51	-1	-3	-181	-415	-324	7.50	99503.00	152.81
62208	-88	-115	1983	-51	-2	0	-180	-414	-323	7.40	99491.00	153.83
62228	-99	-111	1972	-53	0	-1	-180	-414	-323	7.40	99493.00	153.66
62248	-99	-119	1992	-50	-2	0	-180	-414	-323	7.50	99498.00	153.23
62270	-100	-116	1973	-50	-1	1	-181	-415	-319	7.40	99493.00	153.66
62290	-88	-110	1970	-52	0	-2	-181	-415	-319	7.50	99494.00	153.57
62311	-85	-110	1986	-51	2	-4	-181	-415	-319	7.50	99505.00	152.64
62332	-94	-124	1969	-50	-2	-3	-181	-415	-319	7.40	99500.00	153.06
62353	-99	-115	1975	-48	1	-2	-181	-414	-325	7.50	99504.00	152.73
62373	-84	-115	1989	-50	1	-4	-181	-414	-325	7.40	99496.00	153.40
62394	-99	-104	1992	-50	1	-4	-181	-414	-325	7.50	99504.00	152.73
62415	-84	-114	1990	-50	3	-5	-181	-415	-326	7.40	99494.00	153.57
62436	-87	-117	1987	-51	2	-6	-181	-415	-326	7.50	99507.00	152.47
62456	-91	-118	1985	-50	1	-4	-181	-415	-326	7.50	99507.00	152.47
62477	-93	-121	1979	-48	-1	-2	-179	-414	-326	7.50	99505.00	152.64
62498	-82	-119	1973	-49	0	-4	-179	-414	-326	7.50	99499.00	153.15
62519	-86	-109	1998	-46	-1	-4	-179	-414	-326	7.40	99496.00	153.40
62539	-83	-119	1992	-50	0	0	-180	-413	-325	7.50	99508.00	152.39
62560	-103	-113	1970	-51	-1	-4	-180	-413	-325	7.50	99498.00	153.23
62581	-99	-112	1986	-51	-2	1	-180	-413	-325	7.50	99494.00	153.57
62602	-92	-115	1991	-54	0	-3	-181	-415	-322	7.50	99496.00	153.40
62622	-90	-115	1982	-49	-1	-1	-181	-415	-322	7.50	99501.00	152.98
62644	-86	-118	2000	-51	0	1	-181	-415	-322	7.50	99497.00	153.32
62664	-98	-113	1985	-51	1	-1	-181	-415	-322	7.50	99492.00	153.74
62685	-95	-113	1983	-50	1	-2	-180	-414	-321	7.40	99492.00	153.74
62705	-93	-129	1978	-53	1	-2	-180	-414	-321	7.50	99495.00	153.49
62727	-79	-111	1985	-50	1	-3	-180	-414	-321	7.50	99503.00	152.81
62747	-84	-115	1978	-50	0	-4	-180	-415	-322	7.50	99497.00	153.32
62768	-82	-122	1972	-47	1	-3	-180	-415	-322	7.50	99493.00	153.66
62788	-74	-121	1980	-49	0	-4	-180	-415	-322	7.50	99503.00	152.81
62810	-98	-116	1969	-50	0	-3	-179	-414	-328	7.50	99501.00	152.98
62830	-84	-104	1987	-48	-2	-3	-179	-414	-328	7.50	99495.00	153.49
62851	-94	-126	1979	-49	3	-4	-179	-414	-328	7.40	99489.00	153.99
62871	-96	-117	1981	-49	1	-3	-180	-415	-326	7.40	99490.00	153.91
62893	-92	-117	1989	-51	0	-3	-180	-415	-326	7.50	99496.00	153.40
62913	-95	-114	1973	-50	-1	-1	-180	-415	-326	7.50	99500.00	153.06
62934	-88	-128	1983	-50	1	-3	-180	-413	-321	7.50	99499.00	153.15
62954	-88	-116	1991	-50	-1	-2	-180	-413	-321	7.50	99504.00	152.73
62976	-99	-125	1973	-50	0	-2	-180	-413	-321	7.50	99496.00	153.40
62996	-97	-121	1967	-52	0	-1	-180	-413	-321	7.50	99503.00	152.81
63016	-86	-114	1977	-51	0	0	-181	-415	-323	7.50	99500.00	153.06
63038	-77	-119	1984	-47	-2	-1	-181	-415	-323	7.50	99499.00	153.15
63058	-99	-109	1991	-50	1	1	-181	-415	-323	7.50	99496.00	153.40
63079	-90	-118	1983	-52	1	-4	-181	-414	-323	7.40	99492.00	153.74
63099	-89	-107	1987	-50	0	-3	-181	-414	-323	7.50	99504.00	152.73
63121	-91	-126	1984	-49	2	-3	-181	-414	-323	7.50	99503.00	152.81
63141	-108	-114	1971	-50	1	-3	-181	-412	-340	7.50	99505.00	152.64
63162	-84	-115	1986	-50	1	-3	-181	-412	-340	7.50	99493.00	153.66
63183	-85	-109	1981	-49	-1	-4	-181	-412	-340	7.50	99505.00	152.64
63204	-107	-111	1984	-50	0	-6	-180	-414	-326	7.50	99504.00	152.73
63224	-85	-113	1976	-50	1	-4	-180	-414	-326	7.50	99494.00	153.57
63245	-93	-126	1981	-49	0	-4	-180	-414	-326	7.50	99499.00	153.15
63266	-104	-116	1966	-51	2	-3	-179	-414	-324	7.50	99504.00	152.73
63287	-91	-120	1981	-50	0	-3	-179	-414	-324	7.50	99504.00	152.73
63307	-100	-117	1985	-50	0	-4	-179	-414	-324	7.50	99508.00	152.39
63329	-102	-113	1985	-50	2	1	-180	-414	-321	7.50	99496.00	153.40
63349	-90	-113	1999	-50	0	-1	-180	-414	-321	7.50	99504.00	152.73
63370	-88	-114	1995	-53	-2	-2	-180	-414	-321	7.50	99506.00	152.56
63390	-82	-116	1993	-50	-2	-1	-180	-414	-321	7.50	99503.00	152.81
63412	-89	-123	1976	-50	1	2	-181	-415	-324	7.50	99501.00	152.98
63432	-94	-116	1992	-51	-3	0	-181	-415	-324	7.50	99492.00	153.74
63453	-85	-110	1984	-50	-1	-1	-181	-415	-324	7.50	99501.00	152.98
63473	-88	-120	1991	-49	-1	-2	-180	-416	-325	7.50	99499.00	153.15
63495	-88	-110	1980	-50	2	-2	-180	-416	-325	7.50	99500.00	153.06
63515	-93	-118	1972	-52	0	-4	-180	-416	-325	7.50	99499.00	153.15
63536	-88	-127	1990	-50	-1	-1	-180	-415	-326	7.50	99500.00	153.06
63556	-89	-115	2004	-50	-2	-4	-180	-415	-326	7.50	99503.00	152.81
63578	-84	-109	1977	-48	-2	-5	-180	-415	-326	7.50	99501.00	152.98
63598	-87	-116	1978	-49	2	-3	-180	-414	-326	7.50	99498.00	153.23
63619	-99	-124	1984	-51	4	-2	-180	-414	-326	7.50	99505.00	152.64
63640	-86	-110	1985	-50	2	-2	-180	-414	-326	7.50	99503.00	152.81
63661	-102	-121	1977	-49	2	-3	-180	-414	-323	7.50	99510.00	152.22
63681	-99	-116	1975	-50	-1	-6	-180	-414	-323	7.50	99498.00	153.23
63702	-90	-128	1981	-52	0	-2	-180	-414	-323	7.50	99497.00	153.32
63723	-76	-114	2003	-49	1	-3	-180	-414	-323	7.50	99493.00	153.66
63744	-80	-116	1986	-50	-1	-1	-179	-414	-322	7.50	99501.00	152.98
63764	-93	-122	1973	-52	-1	-2	-179	-414	-322	7.50	99501.00	152.98
63784	-90	-115	1972	-51	-1	-3	-179	-414	-322	7.50	99498.00	153.23
63806	-91	-105	1980	-50	1	-4	-181	-415	-322	7.50	99507.00	152.47
63826	-85	-119	1986	-52	-1	0	-181	-415	-322	7.50	99500.00	153.06
63847	-94	-114	1982	-50	1	-3	-181	-415	-322	7.50	99496.00	153.40
63868	-89	-110	1977	-53	1	-1	-179	-414	-328	7.50	99501.00	152.98
63889	-100	-108	1980	-49	-1	-1	-179	-414	-328	7.50	99506.00	152.56
63909	-88	-116	1992	-51	2	-1	-179	-414	-328	7.50	99510.00	152.22
63930	-83	-115	1985	-51	0	-3	-180	-413	-326	7.50	99503.00	152.81
63951	-89	-120	1987	-51	2	-3	-180	-413	-326	7.50	99501.00	152.98
63972	-97	-113	1973	-48	-1	-4	-180	-413	-326	7.50	99496.00	153.40
63992	-91	-118	1983	-53	1	-8	-180	-414	-325	7.50	99503.00	152.81
64013	-91	-118	1977	-49	4	-5	-180	-414	-325	7.50	99503.00	152.81
64034	-88	-112	1997	-49	0	-3	-180	-414	-325	7.50	99503.00	152.81
64055	-84	-113	1977	-51	-1	-5	-180	-414	-320	7.50	99510.00	152.22
64075	-91	-113	1984	-50	-3	-2	-180	-414	-320	7.50	99501.00	152.98
64096	-90	-126	1970	-49	-1	-3	-180	-414	-320	7.50	99510.00	152.22
64117	-72	-119	1970	-50	-1	-2	-180	-414	-320	7.50	99501.00	152.98
64138	-96	-114	1982	-50	0	-3	-181	-415	-323	7.50	99503.00	152.81
64158	-95	-116	1979	-51	0	-1	-181	-415	-323	7.50	99501.00	152.98
64180	-93	-124	1990	-48	-1	-2	-181	-415	-323	7.50	99510.00	152.22
64200	-99	-112	1992	-49	0	-2	-180	-414	-327	7.50	99497.00	153.32
64221	-96	-113	1979	-52	-1	-2	-180	-414	-327	7.50	99497.00	153.32
64241	-94	-114	1992	-51	0	-1	-180	-414	-327	7.50	99503.00	152.81
64263	-88	-114	1998	-50	0	-3	-180	-415	-326	7.50	99506.00	152.56
64283	-86	-119	1990	-51	0	-2	-180	-415	-326	7.50	99503.00	152.81
64304	-97	-103	1984	-48	0	-4	-180	-415	-326	7.50	99509.00	152.31
64324	-90	-122	1989	-50	0	0	-180	-415	-326	7.50	99506.00	152.56
64346	-96	-121	1974	-49	1	-5	-180	-415	-326	7.50	99509.00	152.31
64366	-80	-113	1982	-52	-1	-4	-180	-415	-326	7.50	99503.00	152.81
64387	-87	-122	1985	-51	0	-9	-180	-413	-320	7.50	99498.00	153.23
64407	-101	-128	1976	-50	3	-2	-180	-413	-320	7.50	99497.00	153.32
64429	-90	-115	1986	-51	4	-2	-180	-413	-320	7.50	99505.00	152.64
64449	-93	-103	1983	-51	2	-4	-180	-413	-320	7.50	99507.00	152.47
64470	-90	-112	1983	-50	-1	-4	-179	-414	-320	7.50	99508.00	152.39
64491	-82	-120	1976	-49	2	-5	-179	-414	-320	7.50	99503.00	152.81
64512	-98	-122	1996	-50	2	-2	-179	-414	-320	7.50	99507.00	152.47
64532	-91	-96	1972	-53	1	-2	-180	-414	-322	7.50	99513.00	151.97
64552	-98	-113	1984	-50	0	-2	-180	-414	-322	7.50	99506.00	152.56
64574	-85	-119	1975	-48	-1	-1	-180	-414	-322	7.50	99504.00	152.73
64594	-81	-119	1991	-52	2	-2	-180	-413	-327	7.50	99499.00	153.15
64615	-103	-112	1972	-50	0	-4	-180	-413	-327	7.50	99503.00	152.81
64635	-92	-115	1992	-51	2	0	-180	-413	-327	7.50	99506.00	152.56
64657	-96	-129	1970	-50	-2	2	-179	-414	-326	7.50	99504.00	152.73
64677	-89	-111	1985	-53	1	-1	-179	-414	-326	7.50	99499.00	153.15
64698	-92	-119	1963	-49	-2	-1	-179	-414	-326	7.50	99496.00	153.40
64718	-88	-129	1973	-51	0	-1	-179	-415	-323	7.50	99504.00	152.73
64740	-87	-117	1986	-48	1	-2	-179	-415	-323	7.50	99501.00	152.98
64760	-91	-117	2002	-48	0	-4	-179	-415	-323	7.50	99504.00	152.73
64781	-85	-111	1976	-46	0	-4	-179	-415	-323	7.50	99502.00	152.90
64802	-91	-118	1985	-48	1	-2	-181	-413	-320	7.50	99507.00	152.47
64823	-92	-120	1971	-51	2	-3	-181	-413	-320	7.50	99502.00	152.90
64843	-108	-115	1975	-47	1	-4	-181	-413	-320	7.50	99494.00	153.57
64864	-86	-116	1983	-51	3	-5	-180	-414	-321	7.50	99496.00	153.40
64885	-92	-111	1959	-49	-1	-6	-180	-414	-321	7.50	99507.00	152.47
64906	-106	-126	1978	-50	-1	-3	-180	-414	-321	7.50	99511.00	152.14
64926	-96	-108	1968	-49	1	-4	-180	-415	-324	7.50	99501.00	152.98
64947	-96	-128	1987	-51	0	-3	-180	-415	-324	7.50	99492.00	153.74
64968	-100	-104	2005	-51	0	-4	-180	-415	-324	7.50	99501.00	152.98
64989	-91	-121	1965	-50	-2	-1	-179	-414	-326	7.50	99501.00	152.98
65009	-95	-114	1976	-50	-3	-2	-179	-414	-326	7.50	99499.00	153.15
65031	-96	-118	1976	-52	0	-1	-179	-414	-326	7.50	99500.00	153.06
65051	-92	-120	1997	-50	0	1	-180	-414	-326	7.50	99503.00	152.81
65072	-93	-113	1974	-49	0	0	-180	-414	-326	7.50	99501.00	152.98
65092	-99	-113	1977	-49	-2	0	-180	-414	-326	7.50	99494.00	153.57
65114	-90	-121	1982	-53	1	0	-180	-414	-322	7.50	99501.00	152.98
65134	-95	-119	1979	-48	1	0	-180	-414	-322	7.50	99501.00	152.98
65155	-79	-114	1977	-54	-2	-4	-180	-414	-322	7.50	99505.00	152.64
65175	-96	-117	1961	-50	0	-1	-180	-414	-322	7.50	99504.00	152.73
65197	-77	-115	2003	-49	2	-3	-182	-414	-330	7.50	99500.00	153.06
65217	-88	-118	1978	-49	1	-3	-182	-414	-330	7.50	99505.00	152.64
65238	-78	-107	1977	-50	2	-3	-182	-414	-330	7.50	99504.00	152.73
65258	-92	-107	1991	-50	2	-6	-180	-415	-326	7.50	99505.00	152.64
65280	-94	-113	1985	-50	0	-5	-180	-415	-326	7.50	99500.00	153.06
65300	-84	-117	1978	-49	3	-4	-180	-415	-326	7.50	99507.00	152.47
65320	-83	-120	1983	-49	2	-5	-180	-414	-327	7.50	99503.00	152.81
65341	-100	-119	1978	-52	0	-3	-180	-414	-327	7.50	99492.00	153.74
65362	-98	-113	1978	-52	0	-2	-180	-414	-327	7.50	99500.00	153.06
65383	-98	-123	1990	-52	-2	-2	-180	-414	-325	7.50	99498.00	153.23
65403	-85	-118	1973	-50	-1	-1	-180	-414	-325	7.50	99502.00	152.90
65425	-90	-126	1997	-51	-1	-2	-180	-414	-325	7.50	99497.00	153.32
65445	-98	-114	1977	-50	0	-1	-180	-413	-320	7.50	99497.00	153.32
65466	-96	-121	1976	-50	-2	0	-180	-413	-320	7.50	99499.00	153.15
65486	-86	-119	1981	-51	-2	-1	-180	-413	-320	7.50	99504.00	152.73
65508	-86	-115	1987	-54	-1	-4	-180	-413	-320	7.50	99502.00	152.90
65528	-87	-120	1993	-52	-1	-1	-180	-415	-321	7.50	99496.00	153.40
65549	-89	-110	1986	-51	-1	0	-180	-415	-321	7.50	99491.00	153.83
65569	-83	-105	1997	-54	2	0	-180	-415	-321	7.50	99500.00	153.06
65591	-94	-117	1986	-52	0	-3	-181	-414	-319	7.50	99503.00	152.81
65611	-95	-120	1983	-48	3	-5	-181	-414	-319	7.50	99491.00	153.83
65632	-90	-105	1999	-46	2	-3	-181	-414	-319	7.50	99497.00	153.32
65652	-93	-118	1982	-50	0	-5	-180	-414	-327	7.50	99503.00	152.81
65674	-84	-113	1996	-50	-2	-4	-180	-414	-327	7.50	99495.00	153.49
65694	-98	-114	1989	-49	2	-2	-180	-414	-327	7.50	99489.00	153.99
65715	-86	-118	1998	-50	0	-5	-180	-411	-339	7.50	99500.00	153.06
65736	-99	-111	1993	-49	-1	0	-180	-411	-339	7.50	99506.00	152.56
65757	-101	-122	1991	-50	1	-1	-180	-411	-339	7.50	99499.00	153.15
65777	-88	-115	1985	-50	0	-2	-180	-413	-326	7.50	99502.00	152.90
65798	-87	-117	1993	-52	0	-3	-180	-413	-326	7.50	99504.00	152.73
65819	-94	-118	1990	-53	0	-2	-180	-413	-326	7.50	99503.00	152.81
65840	-93	-116	1964	-50	1	0	-180	-412	-322	7.50	99503.00	152.81
65860	-92	-119	1981	-52	0	0	-180	-412	-322	7.50	99500.00	153.06
65881	-105	-108	1971	-51	-1	-1	-180	-412	-322	7.50	99502.00	152.90
65902	-90	-113	1972	-50	0	-2	-180	-412	-322	7.50	99504.00	152.73
65923	-90	-125	1981	-50	2	-2	-179	-414	-320	7.50	99491.00	153.83
65943	-84	-106	1973	-51	0	-1	-179	-414	-320	7.50	99496.00	153.40
65965	-86	-125	2000	-51	2	-3	-179	-414	-320	7.50	99501.00	152.98
65985	-87	-114	1982	-50	-3	-4	-180	-415	-326	7.50	99496.00	153.40
66006	-85	-106	2001	-48	-1	-5	-180	-415	-326	7.50	99497.00	153.32
66026	-96	-113	1979	-47	3	-3	-180	-415	-326	7.50	99494.00	153.57
66048	-88	-114	1977	-50	1	-3	-180	-415	-326	7.50	99507.00	152.47
66068	-98	-110	1983	-48	1	-7	-180	-415	-326	7.50	99500.00	153.06
66088	-96	-111	1994	-49	1	-5	-180	-415	-326	7.50	99505.00	152.64
66109	-92	-114	2008	-49	4	-3	-179	-415	-325	7.50	99503.00	152.81
66130	-91	-126	1996	-51	2	-2	-179	-415	-325	7.50	99501.00	152.98
66151	-81	-116	1974	-51	1	-1	-179	-415	-325	7.50	99495.00	153.49
66171	-96	-105	1987	-51	0	-3	-180	-414	-321	7.50	99497.00	153.32
66192	-88	-110	1982	-50	1	-4	-180	-414	-321	7.50	99501.00	152.98
66213	-91	-107	1978	-49	-1	-2	-180	-414	-321	7.50	99508.00	152.39
66234	-97	-113	1975	-48	-1	-3	-180	-414	-321	7.50	99492.00	153.74
66254	-82	-108	1967	-50	-1	0	-181	-414	-321	7.50	99494.00	153.57
66275	-105	-121	1997	-51	1	-2	-181	-414	-321	7.50	99493.00	153.66
66296	-85	-116	1985	-51	0	-2	-181	-414	-321	7.50	99491.00	153.83
66317	-82	-122	1987	-51	1	-1	-180	-414	-322	7.50	99500.00	153.06
66337	-85	-107	1994	-52	1	1	-180	-414	-322	7.50	99494.00	153.57
66359	-73	-116	1992	-53	1	-1	-180	-414	-322	7.50	99498.00	153.23
66379	-85	-115	1978	-47	-1	-4	-179	-414	-328	7.50	99500.00	153.06
66400	-93	-112	1981	-51	1	0	-179	-414	-328	7.50	99495.00	153.49
66420	-86	-106	1978	-50	-1	-4	-179	-414	-328	7.50	99495.00	153.49
66442	-85	-107	1986	-48	2	-4	-179	-414	-326	7.50	99507.00	152.47
66462	-90	-120	1973	-52	3	-4	-179	-414	-326	7.50	99502.00	152.90
66483	-90	-121	1992	-50	2	-1	-179	-414	-326	7.50	99501.00	152.98
66503	-89	-118	1975	-48	2	-4	-181	-414	-326	7.50	99506.00	152.56
66525	-95	-116	1999	-49	1	-4	-181	-414	-326	7.50	99502.00	152.90
66545	-94	-108	1992	-52	2	-3	-181	-414	-326	7.50	99497.00	153.32
66566	-86	-104	1976	-48	-2	-2	-181	-414	-326	7.50	99503.00	152.81
66586	-97	-113	1990	-50	2	-6	-180	-415	-320	7.50	99500.00	153.06
66608	-88	-108	1974	-50	-1	-1	-180	-415	-320	7.50	99501.00	152.98
66628	-95	-115	1986	-50	-1	-3	-180	-415	-320	7.50	99498.00	153.23
66649	-88	-111	2005	-49	-1	-1	-179	-416	-323	7.50	99501.00	152.98
66670	-91	-112	1969	-49	-1	-1	-179	-416	-323	7.50	99500.00	153.06
66691	-77	-125	1994	-50	1	-1	-179	-416	-323	7.50	99503.00	152.81
66711	-85	-114	1990	-52	2	-1	-180	-415	-326	7.50	99496.00	153.40
66732	-101	-113	1996	-50	-1	-1	-180	-415	-326	7.50	99502.00	152.90
66753	-87	-119	1986	-51	0	-3	-180	-415	-326	7.50	99500.00	153.06
66774	-94	-104	1994	-50	0	-3	-180	-415	-326	7.50	99501.00	152.98
66794	-87	-124	1997	-51	-1	0	-180	-415	-326	7.50	99498.00	153.23
66814	-77	-119	1987	-47	2	-2	-180	-415	-326	7.50	99498.00	153.23
66836	-84	-105	1982	-48	2	-4	-181	-412	-337	7.50	99498.00	153.23
66856	-85	-112	1991	-52	2	-2	-181	-412	-337	7.50	99494.00	153.57
66877	-91	-122	1991	-51	3	-3	-181	-412	-337	7.50	99496.00	153.40
66897	-93	-121	1979	-47	0	-2	-180	-412	-324	7.50	99498.00	153.23
66919	-92	-104	1980	-47	0	-4	-180	-412	-324	7.50	99496.00	153.40
66939	-90	-117	1975	-48	1	-5	-180	-412	-324	7.50	99503.00	152.81
66960	-92	-113	1993	-48	1	-4	-180	-412	-324	7.50	99500.00	153.06
66981	-91	-115	1970	-49	0	0	-180	-415	-323	7.50	99496.00	153.40
67002	-92	-120	1991	-50	1	-2	-180	-415	-323	7.50	99496.00	153.40
67022	-97	-109	1972	-50	0	0	-180	-415	-323	7.50	99496.00	153.40
67043	-94	-117	1982	-51	0	-3	-180	-414	-325	7.50	99496.00	153.40
67064	-98	-107	1978	-52	-1	-2	-180	-414	-325	7.50	99494.00	153.57
67085	-101	-125	1979	-49	1	-1	-180	-414	-325	7.50	99496.00	153.40
67105	-79	-113	1987	-52	3	1	-180	-415	-327	7.50	99502.00	152.90
