HMC5883L connection successful
MPU6050 connection successful
BMP085 connection successful
t	ax	ay	az	gx	gy	gz	mx	my	mz	temp	press	alt
23	-254	62	1989	822	-687	-933	245	-472	-291	6.40	99495.00	153.49
45	-274	77	1975	-40	17	3	245	-472	-291	6.40	99497.00	153.32
65	-328	47	1966	-27	26	4	245	-472	-291	6.40	99488.00	154.08
86	-349	66	1975	-15	2	18	247	-473	-297	6.40	99486.00	154.25
106	-305	101	1990	-26	-15	19	247	-473	-297	6.50	99491.00	153.83
126	-283	96	1993	-37	0	-3	247	-473	-297	6.50	99495.00	153.49
147	-312	64	1972	-41	17	-32	246	-474	-295	6.50	99495.00	153.49
168	-361	47	1963	-29	2	-27	246	-474	-295	6.50	99488.00	154.08
189	-324	43	1965	-20	-35	-3	246	-474	-295	6.50	99490.00	153.91
209	-285	65	1963	-33	-51	10	246	-474	-290	6.50	99495.00	153.49
230	-268	82	1966	-49	-33	14	246	-474	-290	6.50	99495.00	153.49
251	-244	86	1977	-65	2	8	246	-474	-290	6.50	99497.00	153.32
272	-296	80	1969	-71	14	6	246	-474	-290	6.50	99496.00	153.40
292	-350	67	1932	-83	2	12	244	-475	-290	6.50	99495.00	153.49
313	-337	68	1923	-93	-16	31	244	-475	-290	6.50	99494.00	153.57
333	-318	38	1939	-96	-20	32	244	-475	-290	6.50	99499.00	153.15
355	-327	49	1987	-88	-35	41	243	-475	-290	6.50	99497.00	153.32
375	-298	57	1980	-79	-44	48	243	-475	-290	6.50	99499.00	153.15
396	-260	57	2007	-72	-41	51	243	-475	-290	6.50	99496.00	153.40
416	-264	74	1981	-77	-15	33	243	-473	-298	6.50	99493.00	153.66
437	-291	53	1944	-74	5	22	243	-473	-298	6.50	99501.00	152.98
458	-317	44	1964	-69	1	19	243	-473	-298	6.50	99496.00	153.40
479	-312	45	1961	-58	-16	30	243	-473	-297	6.50	99499.00	153.15
499	-283	36	1961	-47	-30	20	243	-473	-297	6.50	99494.00	153.57
520	-268	76	1972	-54	-31	12	243	-473	-297	6.50	99493.00	153.66
541	-309	62	1947	-62	-34	-1	241	-472	-296	6.50	99502.00	152.90
562	-314	43	1949	-59	-67	-9	241	-472	-296	6.50	99495.00	153.49
582	-333	53	2011	-55	-98	-6	241	-472	-296	6.50	99499.00	153.15
603	-292	61	1972	-47	-125	2	239	-472	-293	6.50	99494.00	153.57
623	-252	88	1953	-55	-128	-2	239	-472	-293	6.50	99495.00	153.49
645	-256	101	1967	-78	-121	-24	239	-472	-293	6.50	99499.00	153.15
665	-329	46	1974	-91	-141	-34	239	-472	-293	6.50	99498.00	153.23
686	-260	78	2009	-64	-127	-4	235	-471	-294	6.50	99497.00	153.32
707	-219	68	1996	-49	-86	-25	235	-471	-294	6.50	99501.00	152.98
728	-213	45	1967	-46	-61	-31	235	-471	-294	6.50	99494.00	153.57
748	-211	63	1958	-41	-33	-32	232	-471	-302	6.50	99495.00	153.49
769	-229	51	1930	-41	-3	-27	232	-471	-302	6.50	99488.00	154.08
789	-290	14	1939	-27	-7	-8	232	-471	-302	6.50	99496.00	153.40
811	-269	0	1933	-2	-38	4	232	-472	-303	6.60	99497.00	153.32
831	-265	-2	1904	9	-59	23	232	-472	-303	6.50	99498.00	153.23
851	-206	42	1965	23	-70	51	232	-472	-303	6.50	99496.00	153.40
872	-169	-10	2028	40	-60	38	230	-474	-303	6.60	99497.00	153.32
892	-119	54	2026	79	-8	45	230	-474	-303	6.60	99499.00	153.15
914	-173	63	2048	77	55	14	230	-474	-303	6.60	99495.00	153.49
934	-268	54	2047	81	67	7	230	-479	-297	6.60	99502.00	152.90
955	-298	64	2002	69	47	37	230	-479	-297	6.60	99492.00	153.74
975	-317	72	2005	59	11	44	230	-479	-297	6.60	99491.00	153.83
997	-254	108	1979	24	-16	32	230	-479	-297	6.60	99497.00	153.32
1017	-268	132	2023	-37	-33	26	230	-484	-299	6.60	99496.00	153.40
1038	-261	140	2035	-99	-55	43	230	-484	-299	6.60	99490.00	153.91
1058	-260	101	2019	-137	-65	42	230	-484	-299	6.60	99492.00	153.74
1080	-214	88	2006	-146	-50	25	228	-483	-298	6.60	99492.00	153.74
1100	-220	67	1999	-133	-27	19	228	-483	-298	6.60	99495.00	153.49
1121	-234	61	2005	-111	-21	12	228	-483	-298	6.60	99495.00	153.49
1142	-222	66	1964	-82	-23	8	227	-481	-302	6.60	99500.00	153.06
1163	-194	51	1957	-61	-6	17	227	-481	-302	6.60	99494.00	153.57
1183	-215	56	1980	-41	9	26	227	-481	-302	6.60	99495.00	153.49
1205	-181	105	1908	-43	32	17	227	-480	-303	6.60	99493.00	153.66
1225	-234	85	1952	-46	50	26	227	-480	-303	6.60	99491.00	153.83
1246	-263	78	1984	-48	42	31	227	-480	-303	6.60	99496.00	153.40
1267	-275	75	1988	-46	11	30	227	-481	-299	6.60	99499.00	153.15
1288	-267	64	2035	-24	-25	19	227	-481	-299	6.60	99495.00	153.49
1308	-224	121	2003	-31	-40	16	227	-481	-299	6.60	99497.00	153.32
1329	-214	131	2005	-45	-46	14	225	-481	-299	6.60	99492.00	153.74
1350	-213	99	2005	-50	-47	14	225	-481	-301	6.60	99493.00	153.66
1371	-194	133	1999	-56	-35	5	225	-481	-301	6.60	99498.00	153.23
1391	-197	124	1981	-62	-17	-26	225	-481	-301	6.60	99501.00	152.98
1413	-223	96	1998	-50	-13	-20	223	-483	-298	6.60	99501.00	152.98
1433	-222	89	1965	-42	-27	-27	223	-483	-298	6.60	99501.00	152.98
1454	-206	96	1964	-37	-43	-24	223	-483	-298	6.60	99507.00	152.47
1475	-230	99	1972	-41	-64	-44	225	-482	-301	6.60	99498.00	153.23
1496	-115	12	2049	17	-231	107	225	-482	-301	6.60	99508.00	152.39
1516	69	147	2024	18	-127	-79	225	-482	-301	6.60	99501.00	152.98
1538	-177	90	1944	8	-112	-36	219	-483	-305	6.60	99496.00	153.40
1558	-167	140	2052	-17	-117	-22	219	-483	-305	6.60	99495.00	153.49
1579	-389	321	2150	-46	-123	-15	219	-483	-305	6.60	99510.00	152.22
1600	-162	170	2083	-116	-79	-79	217	-481	-307	6.60	99514.00	151.88
1620	-179	81	1988	-155	-37	-67	217	-481	-307	6.60	99498.00	153.23
1641	-73	70	2092	-174	4	-132	217	-481	-307	6.60	99501.00	152.98
1662	-1155	4026	3677	127	52	-76	215	-478	-303	6.60	99509.00	152.31
1683	-223	152	2287	226	-65	13	215	-478	-303	6.60	99497.00	153.32
1704	-72	505	1878	147	-86	-51	215	-478	-303	6.60	99501.00	152.98
1725	1222	965	1442	126	76	-73	215	-478	-303	6.60	99506.00	152.56
1745	-20	165	2050	87	72	36	216	-483	-303	6.60	99492.00	153.74
1767	-120	227	2240	-36	80	-37	216	-483	-303	6.60	99495.00	153.49
1787	33	245	2281	-146	-2	-38	216	-483	-303	6.60	99497.00	153.32
1808	-54	230	2010	-227	32	-35	217	-485	-301	6.60	99493.00	153.66
1829	-212	119	1983	-248	55	-85	217	-485	-301	6.60	99508.00	152.39
1850	-252	37	1974	-223	26	-82	217	-485	-301	6.60	99501.00	152.98
1870	-254	0	1899	-152	-16	-67	220	-478	-306	6.60	99499.00	153.15
1892	-189	-18	1878	-70	-25	-49	220	-478	-306	6.60	99495.00	153.49
1912	-151	20	1894	2	-3	-36	220	-478	-306	6.60	99494.00	153.57
1933	-130	44	1928	46	39	-34	219	-476	-309	6.60	99509.00	152.31
1953	-190	75	1935	76	66	-31	219	-476	-309	6.60	99499.00	153.15
1975	99	13	2690	2	143	-46	219	-476	-309	6.60	99514.00	151.88
1995	-252	79	2020	78	52	-37	222	-479	-307	6.60	99495.00	153.49
2016	-232	98	1992	48	9	-12	222	-479	-307	6.60	99510.00	152.22
2036	-184	128	2024	9	-16	-20	222	-479	-307	6.60	99508.00	152.39
2058	-176	141	2000	-34	-28	-29	221	-481	-304	6.60	99492.00	153.74
2078	-233	347	2112	-123	35	-38	221	-481	-304	6.60	99492.00	153.74
2099	-204	100	1896	-147	9	-45	221	-481	-304	6.60	99506.00	152.56
2120	-264	112	2018	-147	-32	-22	221	-481	-304	6.60	99504.00	152.73
2141	-355	-297	2182	67	-79	-24	222	-478	-300	6.60	99497.00	153.32
2161	-587	-387	2130	168	-185	-30	222	-478	-300	6.60	99513.00	151.97
2183	-663	190	2279	129	-264	-1	222	-478	-300	6.60	99507.00	152.47
2203	-359	814	-291	-58	-334	-11	218	-484	-303	6.60	99499.00	153.15
2225	-2551	770	3989	-218	-80	3	218	-484	-303	6.60	99498.00	153.23
2245	42	329	1837	-151	104	0	218	-484	-303	6.60	99496.00	153.40
2266	-250	63	1976	-131	106	-12	217	-482	-308	6.60	99497.00	153.32
2287	-220	91	1958	-103	77	-18	217	-482	-308	6.60	99501.00	152.98
2308	-301	65	2052	-76	-2	-43	217	-482	-308	6.60	99495.00	153.49
2328	-154	110	1829	-44	-24	-27	219	-480	-307	6.60	99497.00	153.32
2350	-32	399	1905	-76	50	-41	219	-480	-307	6.60	99499.00	153.15
2370	-122	127	1906	4	69	3	219	-480	-307	6.60	99499.00	153.15
2391	-173	183	1953	10	75	-41	220	-480	-302	6.60	99495.00	153.49
2411	-244	107	1966	56	83	-37	220	-480	-302	6.60	99508.00	152.39
2433	-242	120	1989	43	53	-110	220	-480	-302	6.60	99495.00	153.49
2453	-90	118	2037	-22	21	-73	222	-481	-301	6.60	99503.00	152.81
2473	-309	320	2049	-2	36	-16	222	-481	-301	6.60	99513.00	151.97
2495	-179	66	1990	-40	22	-68	222	-481	-301	6.60	99506.00	152.56
2515	-276	175	2023	-46	35	-26	222	-481	-301	6.60	99501.00	152.98
2536	-169	79	1844	-44	50	-57	224	-481	-298	6.60	99508.00	152.39
2557	-223	16	1859	-5	16	12	224	-481	-298	6.60	99512.00	152.05
2578	-29	86	1838	-7	50	-24	224	-481	-298	6.60	99497.00	153.32
2598	-128	80	1933	-46	15	3	225	-482	-302	6.60	99510.00	152.22
2619	-450	258	2028	-84	-66	-5	225	-482	-302	6.60	99510.00	152.22
2640	-342	266	1918	-64	-116	52	225	-482	-302	6.60	99503.00	152.81
2661	-178	248	2051	-132	-76	16	224	-483	-305	6.60	99497.00	153.32
2681	-226	215	1969	-37	-82	13	224	-483	-305	6.60	99501.00	152.98
2703	-327	283	2113	-23	-100	5	224	-483	-305	6.60	99497.00	153.32
2723	-38	-46	1875	2	-96	27	221	-483	-305	6.60	99492.00	153.74
2744	22	615	1781	-66	12	-11	221	-483	-305	6.60	99508.00	152.39
2765	-239	317	1912	49	-30	27	221	-483	-305	6.60	99495.00	153.49
2786	-226	127	1919	40	-46	2	219	-483	-297	6.60	99502.00	152.90
2806	-449	-17	1846	114	-73	-45	219	-483	-297	6.60	99499.00	153.15
2827	-57	153	2009	42	-95	35	219	-483	-297	6.60	99492.00	153.74
2848	-130	274	2101	-41	-72	-48	219	-483	-297	6.60	99502.00	152.90
2869	-184	52	1948	-95	-95	-61	218	-489	-301	6.60	99497.00	153.32
2889	-165	16	1998	-102	-70	-59	218	-489	-301	6.60	99507.00	152.47
2911	-313	225	2071	-123	-81	-39	218	-489	-301	6.60	99493.00	153.66
2931	-173	120	2002	-95	-27	-19	215	-485	-302	6.60	99506.00	152.56
2952	-41	-323	1772	-77	25	-48	215	-485	-302	6.60	99490.00	153.91
2973	-51	-825	1811	-49	15	-1	215	-485	-302	6.60	99498.00	153.23
2994	-83	155	2082	-92	-5	-15	216	-484	-311	6.60	99507.00	152.47
3014	-235	372	1995	-78	-39	26	216	-484	-311	6.60	99508.00	152.39
3036	-196	218	2024	-94	-32	-5	216	-484	-311	6.60	99508.00	152.39
3056	-108	-445	1865	14	-20	-34	215	-482	-308	6.60	99499.00	153.15
3077	6	25	2007	-33	17	-45	215	-482	-308	6.60	99496.00	153.40
3097	-47	218	1980	20	35	-70	215	-482	-308	6.60	99495.00	153.49
3119	-54	214	2058	2	14	-27	216	-482	-320	6.60	99490.00	153.91
3139	-21	242	1930	-40	33	-23	216	-482	-320	6.60	99495.00	153.49
3160	-94	246	2009	-113	20	-40	216	-482	-320	6.60	99501.00	152.98
3181	-188	154	1943	-131	-21	-45	218	-483	-302	6.60	99501.00	152.98
3202	-260	166	2037	-99	-79	-55	218	-483	-302	6.60	99493.00	153.66
3222	-267	84	2052	-77	-161	-69	218	-483	-302	6.60	99489.00	153.99
3244	-55	151	1995	-54	-148	-45	218	-483	-302	6.60	99506.00	152.56
3264	-109	134	1978	-27	-53	-61	214	-480	-302	6.60	99501.00	152.98
3284	-119	186	1989	-14	5	-49	214	-480	-302	6.60	99508.00	152.39
3306	-78	115	1998	-4	39	-25	214	-480	-302	6.60	99502.00	152.90
3326	-199	39	2003	-4	21	-46	214	-480	-304	6.60	99488.00	154.08
3347	-131	112	2043	-32	14	-29	214	-480	-304	6.60	99503.00	152.81
3368	-237	157	2056	-67	-13	-9	214	-480	-304	6.60	99496.00	153.40
3389	448	-1386	2155	184	75	-20	214	-481	-309	6.60	99508.00	152.39
3409	312	690	2410	-14	39	94	214	-481	-309	6.60	99506.00	152.56
3431	-82	115	1928	69	-112	13	214	-481	-309	6.60	99503.00	152.81
3451	-67	188	1936	73	-90	0	213	-483	-309	6.60	99506.00	152.56
3472	107	188	1996	37	63	28	213	-483	-309	6.60	99504.00	152.73
3493	-171	177	1995	-74	79	-32	213	-483	-309	6.60	99499.00	153.15
3514	-142	220	1949	-115	6	-11	213	-485	-307	6.60	99501.00	152.98
3534	-12	206	1937	-150	4	-18	213	-485	-307	6.60	99488.00	154.08
3556	-82	130	2028	-147	28	-61	213	-485	-307	6.60	99506.00	152.56
3576	-254	96	2091	-111	-15	-9	214	-480	-306	6.60	99490.00	153.91
3597	-447	-50	2041	-58	-92	-18	214	-480	-306	6.60	99504.00	152.73
3617	-143	137	2076	-100	-167	63	214	-480	-306	6.60	99501.00	152.98
3639	26	645	1839	-156	-155	8	214	-480	-306	6.60	99505.00	152.64
3659	-573	1179	1966	-88	-44	71	210	-481	-308	6.60	99501.00	152.98
3681	245	70	1121	-6	-60	-58	210	-481	-308	6.60	99493.00	153.66
3701	-55	409	1778	-40	-56	-37	210	-481	-308	6.60	99502.00	152.90
3722	-276	74	1534	-12	-88	-30	208	-482	-311	6.60	99499.00	153.15
3742	-167	202	1995	-93	1	-51	208	-482	-311	6.60	99504.00	152.73
3764	348	755	2433	-183	158	34	208	-482	-311	6.60	99506.00	152.56
3784	-585	-38	1900	-163	5	30	209	-480	-311	6.60	99503.00	152.81
3805	107	964	2343	-177	-76	96	209	-480	-311	6.60	99502.00	152.90
3826	676	583	2680	-267	30	62	209	-480	-311	6.60	99503.00	152.81
3847	73	18	1948	-168	57	-8	207	-478	-315	6.60	99501.00	152.98
3867	187	-762	1070	-37	56	92	207	-478	-315	6.60	99506.00	152.56
3889	152	-205	2043	-22	18	16	207	-478	-315	6.60	99506.00	152.56
3909	26	76	1821	133	-52	32	206	-478	-307	6.60	99510.00	152.22
3930	646	194	2100	-78	1	3	206	-478	-307	6.60	99506.00	152.56
3951	-238	-98	1889	32	-13	8	206	-478	-307	6.60	99502.00	152.90
3972	103	267	1793	-44	16	13	206	-478	-307	6.60	99504.00	152.73
3992	-97	166	2023	-45	41	-17	205	-480	-309	6.60	99499.00	153.15
4013	-142	216	2061	-53	52	-27	205	-480	-309	6.60	99508.00	152.39
4034	-121	125	1962	-91	48	-31	205	-480	-309	6.60	99510.00	152.22
4055	-120	98	2026	-96	36	-19	205	-482	-308	6.60	99506.00	152.56
4075	-92	97	2010	-80	34	-21	205	-482	-308	6.60	99492.00	153.74
4097	-101	111	1990	-65	33	-26	205	-482	-308	6.60	99501.00	152.98
4117	-85	102	1975	-61	31	-21	207	-479	-315	6.60	99506.00	152.56
4137	-101	109	1978	-65	27	-13	207	-479	-315	6.60	99501.00	152.98
4159	-119	102	2018	-57	22	-16	207	-479	-315	6.60	99497.00	153.32
4179	-38	-1021	2290	162	-32	-39	209	-480	-313	6.60	99501.00	152.98
4200	92	-144	1905	47	-60	-52	209	-480	-313	6.60	99503.00	152.81
4221	215	242	1983	-23	56	-60	209	-480	-313	6.60	99502.00	152.90
4242	-640	165	2204	-79	-7	-34	209	-481	-311	6.60	99503.00	152.81
4262	-726	832	1686	-115	-211	-78	209	-481	-311	6.60	99499.00	153.15
4284	-234	91	1969	-170	-149	-47	209	-481	-311	6.60	99504.00	152.73
4304	36	143	1967	-187	-169	-60	204	-478	-310	6.60	99505.00	152.64
4325	-24	-611	1682	-69	-48	-91	204	-478	-310	6.60	99505.00	152.64
4346	-53	18	2008	98	15	-71	204	-478	-310	6.60	99503.00	152.81
4367	-164	148	2091	136	30	-63	204	-478	-310	6.60	99494.00	153.57
4387	-668	1026	1883	41	-125	66	206	-481	-305	6.60	99501.00	152.98
4409	-483	808	2260	-57	-77	38	206	-481	-305	6.60	99504.00	152.73
4429	-422	-1603	2830	82	-90	-4	206	-481	-305	6.60	99510.00	152.22
4451	-527	-324	3179	-87	14	5	204	-484	-309	6.60	99500.00	153.06
4471	-380	-1136	1875	18	-39	-126	204	-484	-309	6.60	99505.00	152.64
4492	78	175	2050	-98	-13	4	204	-484	-309	6.60	99505.00	152.64
4513	-223	-15	2284	-47	-22	1	203	-482	-315	6.60	99505.00	152.64
4534	120	-24	1946	-52	56	-5	203	-482	-315	6.60	99506.00	152.56
4554	-164	-78	1767	-10	83	-61	203	-482	-315	6.60	99505.00	152.64
4575	-180	104	1954	26	19	36	203	-481	-315	6.60	99498.00	153.23
4596	-104	171	1981	3	-50	5	203	-481	-315	6.60	99497.00	153.32
4617	-180	1491	2135	-207	-106	2	203	-481	-315	6.60	99508.00	152.39
4637	33	229	1944	-94	-52	-32	203	-483	-307	6.60	99499.00	153.15
4659	-40	172	1958	-108	5	-42	203	-483	-307	6.60	99498.00	153.23
4679	-104	126	1972	-89	10	-23	203	-483	-307	6.60	99500.00	153.06
4700	-90	109	2126	-35	-7	6	201	-482	-308	6.60	99510.00	152.22
4720	-148	255	1913	-62	-97	50	201	-482	-308	6.60	99490.00	153.91
4742	-64	55	2029	-1	-70	11	201	-482	-308	6.60	99510.00	152.22
4762	524	1368	2607	-94	203	-81	201	-482	-308	6.60	99503.00	152.81
4783	-108	388	2253	-35	221	51	201	-483	-311	6.60	99504.00	152.73
4804	47	51	2124	-4	43	93	201	-483	-311	6.60	99499.00	153.15
4825	139	286	2000	-181	102	-53	201	-483	-311	6.60	99501.00	152.98
4845	-283	79	1968	-284	47	-94	204	-482	-310	6.60	99498.00	153.23
4867	-202	461	2148	-200	-32	114	204	-482	-310	6.60	99497.00	153.32
4887	-223	-594	2766	97	-131	15	204	-482	-310	6.60	99496.00	153.40
4909	386	417	1826	-142	185	-173	204	-477	-320	6.60	99499.00	153.15
4929	-147	134	1986	-179	159	-89	204	-477	-320	6.60	99498.00	153.23
4951	-282	-17	1902	-98	55	-52	204	-477	-320	6.60	99501.00	152.98
4971	-432	159	1932	16	-141	77	209	-474	-312	6.60	99506.00	152.56
4992	-34	-395	1743	179	-123	-92	209	-474	-312	6.60	99506.00	152.56
5013	-67	163	2027	-68	-33	-110	209	-474	-312	6.60	99497.00	153.32
5033	-24	138	2017	-90	0	-63	205	-475	-312	6.60	99498.00	153.23
5054	-128	69	2091	-53	21	31	205	-475	-312	6.60	99504.00	152.73
5075	469	183	1137	-42	179	43	205	-475	-312	6.60	99507.00	152.47
5096	-266	660	2198	38	122	20	206	-477	-304	6.60	99504.00	152.73
5116	-193	137	2027	-47	227	-8	206	-477	-304	6.60	99502.00	152.90
5138	-207	64	2012	11	173	35	206	-477	-304	6.60	99497.00	153.32
5158	-326	34	2035	99	62	12	206	-477	-304	6.60	99502.00	152.90
5179	-237	333	1958	74	-73	-6	212	-481	-306	6.60	99499.00	153.15
5200	-64	189	1955	6	-88	-4	212	-481	-306	6.60	99502.00	152.90
5221	46	299	1984	-60	-72	-17	212	-481	-306	6.60	99504.00	152.73
5241	-8	187	1996	-79	-51	-41	210	-480	-320	6.60	99504.00	152.73
5262	-90	193	1970	-89	-49	-32	210	-480	-320	6.60	99506.00	152.56
5283	-80	173	1951	-106	-49	-36	210	-480	-320	6.60	99498.00	153.23
5304	-66	147	1941	-103	-26	-29	209	-481	-311	6.60	99506.00	152.56
5324	64	158	1804	-66	80	-11	209	-481	-311	6.60	99498.00	153.23
5346	-174	288	1892	87	10	53	209	-481	-311	6.60	99498.00	153.23
5366	237	221	2111	74	-24	28	210	-480	-311	6.60	99506.00	152.56
5387	-321	231	2101	57	-98	78	210	-480	-311	6.60	99506.00	152.56
5408	-403	-102	2329	84	-100	-86	210	-480	-311	6.60	99507.00	152.47
5429	161	286	2024	-157	-85	-29	208	-482	-305	6.60	99500.00	153.06
5449	-101	148	2023	-309	14	41	208	-482	-305	6.60	99494.00	153.57
5471	768	-82	1192	-159	67	126	208	-482	-305	6.60	99506.00	152.56
5491	825	-2	1024	-183	232	-309	208	-482	-305	6.60	99504.00	152.73
5512	-242	-907	2633	-2	117	-53	208	-479	-307	6.60	99499.00	153.15
5533	-469	-94	1932	-136	44	-159	208	-479	-307	6.60	99499.00	153.15
5554	-342	-110	2062	37	-110	84	208	-479	-307	6.70	99503.00	152.81
5575	-48	84	2017	89	-181	15	212	-477	-308	6.60	99497.00	153.32
5596	54	264	1974	-33	-169	48	212	-477	-308	6.60	99501.00	152.98
5616	-21	209	2044	-132	-136	32	212	-477	-308	6.70	99512.00	152.05
5638	31	-176	1906	-121	-79	-34	206	-478	-314	6.60	99500.00	153.06
5658	-16	100	2039	-132	10	-44	206	-478	-314	6.60	99499.00	153.15
5679	-71	105	1951	-85	65	-43	206	-478	-314	6.60	99501.00	152.98
5700	-159	99	2013	-65	84	-19	206	-476	-315	6.60	99499.00	153.15
5721	-50	13	1996	-5	-24	68	206	-476	-315	6.60	99496.00	153.40
5741	-66	30	2077	32	8	16	206	-476	-315	6.60	99501.00	152.98
5762	167	115	1976	-2	199	-101	206	-477	-314	6.60	99506.00	152.56
5783	-279	152	2013	-96	89	-142	206	-477	-314	6.60	99505.00	152.64
5804	-270	58	1975	-135	-218	-154	206	-477	-314	6.60	99503.00	152.81
5824	-69	165	2273	20	-156	121	205	-473	-311	6.60	99506.00	152.56
5846	254	479	2024	-166	-67	-101	205	-473	-311	6.60	99508.00	152.39
5866	14	113	1996	-120	-62	-17	205	-473	-311	6.60	99504.00	152.73
5888	329	152	2086	-135	10	-169	205	-473	-311	6.60	99501.00	152.98
5908	-403	-6	1990	17	93	-17	204	-472	-307	6.60	99506.00	152.56
5928	-216	-186	1728	67	26	-164	204	-472	-307	6.60	99503.00	152.81
5950	785	798	1522	-196	347	-450	204	-472	-307	6.60	99506.00	152.56
5970	-735	-874	1942	-127	97	106	209	-472	-308	6.70	99506.00	152.56
5992	267	506	1393	-1	25	-4	209	-472	-308	6.60	99507.00	152.47
6012	152	308	1954	-30	68	-53	209	-472	-308	6.70	99507.00	152.47
6033	-146	-44	2040	62	59	-1	212	-470	-313	6.60	99501.00	152.98
6053	-266	-15	2073	178	24	86	212	-470	-313	6.60	99500.00	153.06
6075	-111	113	2100	203	-24	85	212	-470	-313	6.60	99501.00	152.98
6095	-68	268	1974	63	-53	51	211	-479	-309	6.60	99503.00	152.81
6116	-64	231	2037	-32	-36	30	211	-479	-309	6.70	99506.00	152.56
6137	-85	197	2015	-95	-25	4	211	-479	-309	6.60	99501.00	152.98
6158	-66	186	1979	-130	-16	-20	209	-477	-321	6.60	99497.00	153.32
6178	-64	178	1968	-125	3	-37	209	-477	-321	6.60	99501.00	152.98
6200	6	148	1954	-90	24	-32	209	-477	-321	6.70	99510.00	152.22
6220	11	262	1993	-67	127	-90	210	-475	-307	6.60	99503.00	152.81
6241	-134	38	2040	53	-155	-48	210	-475	-307	6.60	99500.00	153.06
6262	16	176	1834	-109	-156	-165	210	-475	-307	6.60	99501.00	152.98
6283	97	431	1957	-167	-16	-38	210	-475	-307	6.60	99506.00	152.56
6303	-330	-175	2380	-74	2	85	209	-474	-307	6.60	99501.00	152.98
6325	648	829	2136	-269	204	-200	209	-474	-307	6.60	99494.00	153.57
6345	227	-770	1368	-125	221	22	209	-474	-307	6.60	99499.00	153.15
6366	-205	-65	1953	-50	185	35	212	-471	-307	6.60	99494.00	153.57
6387	-429	510	2570	-3	-90	-264	212	-471	-307	6.70	99515.00	151.80
6408	-431	333	1982	-242	-15	-224	212	-471	-307	6.60	99499.00	153.15
6429	-116	82	1991	-289	-102	-96	216	-468	-312	6.60	99506.00	152.56
6450	-205	-15	2051	-185	-88	-25	216	-468	-312	6.60	99499.00	153.15
6470	-446	193	2128	78	-135	359	216	-468	-312	6.60	99501.00	152.98
6492	332	58	1943	77	70	77	214	-464	-315	6.60	99498.00	153.23
6512	-115	110	1941	33	-10	5	214	-464	-315	6.60	99502.00	152.90
6533	-4	65	1934	63	-9	83	214	-464	-315	6.70	99501.00	152.98
6553	-112	107	2052	125	-12	100	212	-469	-311	6.60	99508.00	152.39
6575	-154	134	2001	142	-44	102	212	-469	-311	6.60	99499.00	153.15
6595	-142	105	1985	168	-91	71	212	-469	-311	6.60	99503.00	152.81
6617	47	356	1943	-23	9	-3	209	-474	-309	6.60	99506.00	152.56
6637	-36	107	2000	-41	111	-2	209	-474	-309	6.60	99497.00	153.32
6658	-221	433	2037	-60	108	4	209	-474	-309	6.60	99494.00	153.57
6679	-173	79	2007	-15	102	36	209	-474	-309	6.70	99506.00	152.56
6700	-532	67	2120	-31	-14	38	211	-475	-321	6.60	99503.00	152.81
6720	-222	-148	2005	139	-102	80	211	-475	-321	6.60	99491.00	153.83
6742	618	113	2137	42	105	-82	211	-475	-321	6.60	99501.00	152.98
6762	-339	168	1922	-184	75	-9	211	-480	-307	6.70	99505.00	152.64
6782	-750	268	2131	-73	-92	161	211	-480	-307	6.60	99503.00	152.81
6804	-335	78	2448	-64	46	-65	211	-480	-307	6.60	99500.00	153.06
6824	-305	177	1959	-169	75	-114	215	-477	-310	6.70	99507.00	152.47
6845	-1038	-261	2375	-71	-271	108	215	-477	-310	6.60	99501.00	152.98
6866	-856	916	1481	12	-212	81	215	-477	-310	6.60	99505.00	152.64
6887	325	257	1873	-196	62	-83	211	-477	-310	6.60	99503.00	152.81
6908	451	-499	2076	-126	74	-364	211	-477	-310	6.70	99506.00	152.56
6929	-394	-64	1942	-147	170	140	211	-477	-310	6.60	99506.00	152.56
6950	430	58	1194	107	145	-406	214	-473	-306	6.60	99504.00	152.73
6971	-830	-392	1867	172	-72	164	214	-473	-306	6.70	99508.00	152.39
6991	232	580	1182	125	22	-29	214	-473	-306	6.60	99501.00	152.98
7013	-125	12	1998	76	22	105	215	-476	-303	6.60	99503.00	152.81
7033	-86	154	2018	81	41	109	215	-476	-303	6.70	99501.00	152.98
7055	-282	128	2104	50	-36	118	215	-476	-303	6.60	99503.00	152.81
7075	-60	487	1970	-118	-55	11	215	-476	-303	6.60	99506.00	152.56
7096	-98	213	2025	-160	-52	2	215	-484	-303	6.60	99501.00	152.98
7117	-107	164	1989	-154	-39	4	215	-484	-303	6.60	99508.00	152.39
7138	-71	159	1995	-108	-17	-15	215	-484	-303	6.70	99513.00	151.97
7158	-89	177	1953	-66	4	-20	211	-479	-310	6.60	99506.00	152.56
7179	-71	184	1972	-45	-10	-3	211	-479	-310	6.70	99508.00	152.39
7200	262	242	1947	-40	30	-9	211	-479	-310	6.70	99503.00	152.81
7221	-11	116	1961	-65	-63	-38	213	-478	-310	6.60	99506.00	152.56
7241	9	-17	1868	25	34	-111	213	-478	-310	6.70	99506.00	152.56
7263	-178	24	1989	174	36	-73	213	-478	-310	6.60	99502.00	152.90
7283	-54	270	1953	144	-28	150	213	-481	-308	6.70	99505.00	152.64
