HMC5883L connection successful
MPU6050 connection successful
BMP085 connection successful
t	ax	ay	az	gx	gy	gz	mx	my	mz	temp	press	alt
23	517	-348	1873	498	-313	-227	82	-145	-260	12.20	99535.00	150.11
45	427	-592	1822	-197	343	40	82	-145	-260	12.20	99543.00	149.43
65	370	-454	1925	-138	191	-721	82	-145	-260	12.20	99543.00	149.43
86	685	-362	1890	-204	60	-1790	94	-140	-261	12.20	99542.00	149.52
107	2767	109	-586	-795	334	-2928	94	-140	-261	12.20	99540.00	149.68
128	755	-795	1996	-126	59	-3061	94	-140	-261	12.20	99538.00	149.85
149	247	-1645	624	-76	93	-3152	66	-106	-253	12.20	99546.00	149.18
169	-1109	-920	1710	-108	118	-2765	66	-106	-253	12.20	99534.00	150.19
191	288	-1358	1812	113	54	-1608	66	-106	-253	12.20	99540.00	149.68
211	441	-611	1864	324	-43	-1396	42	-86	-246	12.20	99538.00	149.85
232	618	-560	1761	429	-176	-1873	42	-86	-246	12.20	99542.00	149.52
253	648	-383	1665	525	-421	-1903	42	-86	-246	12.20	99536.00	150.02
274	1013	-420	1592	575	-580	-1403	8	-98	-251	12.30	99543.00	149.43
295	949	-604	2406	522	-687	-1512	8	-98	-251	12.20	99544.00	149.35
316	95	73	2078	30	-293	-1454	8	-98	-251	12.30	99541.00	149.60
336	2211	-1335	511	472	-112	-1546	8	-98	-251	12.30	99536.00	150.02
358	842	-289	1538	369	-117	-934	-18	-105	-253	12.30	99541.00	149.60
378	1407	-959	837	856	-552	-1410	-18	-105	-253	12.20	99535.00	150.11
400	1029	-185	2032	667	-595	-1692	-18	-105	-253	12.30	99543.00	149.43
420	1135	-916	1233	443	-510	-1893	-44	-125	-260	12.30	99545.00	149.26
442	955	-113	1364	278	-407	-1244	-44	-125	-260	12.30	99547.00	149.10
462	1185	230	1789	248	-183	-1246	-44	-125	-260	12.30	99543.00	149.43
484	950	44	1583	339	-44	-1576	-72	-138	-266	12.30	99549.00	148.93
504	1104	389	1794	502	-61	-1582	-72	-138	-266	12.30	99541.00	149.60
526	990	111	1467	544	-90	-1741	-72	-138	-266	12.30	99536.00	150.02
546	819	255	1775	427	-162	-1536	-88	-160	-270	12.30	99542.00	149.52
568	1177	90	1835	418	-100	-1370	-88	-160	-270	12.30	99541.00	149.60
588	1115	343	1948	309	-8	-1288	-88	-160	-270	12.30	99541.00	149.60
610	985	375	1706	227	30	-1202	-99	-182	-275	12.30	99540.00	149.68
630	811	514	1730	199	-63	-1129	-99	-182	-275	12.30	99543.00	149.43
651	921	399	1724	246	-201	-1066	-99	-182	-275	12.30	99548.00	149.01
672	965	437	1655	278	-179	-1026	-112	-196	-271	12.30	99537.00	149.94
693	1093	468	1789	297	-52	-935	-112	-196	-271	12.30	99539.00	149.77
714	986	564	1738	238	89	-917	-112	-196	-271	12.30	99539.00	149.77
735	966	542	1637	104	53	-1034	-112	-196	-271	12.30	99546.00	149.18
756	813	576	1639	18	-38	-859	-118	-213	-273	12.30	99533.00	150.28
777	1399	502	1727	30	-4	-1024	-118	-213	-273	12.30	99543.00	149.43
798	980	648	1672	36	118	-890	-118	-213	-273	12.30	99540.00	149.68
819	902	637	1735	-46	234	-734	-122	-222	-275	12.30	99534.00	150.19
840	833	623	1731	-101	197	-586	-122	-222	-275	12.30	99538.00	149.85
861	868	661	1704	-82	101	-464	-122	-222	-275	12.30	99538.00	149.85
881	688	651	1645	-28	-18	-48	-120	-222	-278	12.30	99534.00	150.19
903	755	766	1643	6	-151	187	-120	-222	-278	12.30	99544.00	149.35
923	854	660	1732	42	-196	-380	-120	-222	-278	12.30	99543.00	149.43
945	896	712	1774	35	-178	-312	-121	-227	-279	12.30	99540.00	149.68
965	1011	734	1650	-27	-42	0	-121	-227	-279	12.30	99548.00	149.01
986	951	762	1575	-130	164	528	-121	-227	-279	12.30	99540.00	149.68
1007	755	513	1608	-165	157	1227	-120	-225	-277	12.30	99540.00	149.68
1029	917	718	1753	-172	16	1475	-120	-225	-277	12.30	99542.00	149.52
1049	1043	289	1700	-213	-163	1324	-120	-225	-277	12.30	99538.00	149.85
1071	1338	841	1828	-389	-70	893	-118	-215	-274	12.30	99545.00	149.26
1091	976	326	1723	-417	-14	832	-118	-215	-274	12.30	99539.00	149.77
1113	342	385	1747	-412	-144	934	-118	-215	-274	12.30	99542.00	149.52
1133	596	397	1481	-372	-367	1217	-118	-193	-271	12.30	99539.00	149.77
1155	674	466	1258	-246	-466	899	-118	-193	-271	12.30	99547.00	149.10
1175	970	273	1653	-275	-196	242	-118	-193	-271	12.30	99543.00	149.43
1197	1168	319	1875	-157	-16	539	-118	-193	-271	12.30	99536.00	150.02
1217	1263	305	1810	-179	169	962	-123	-183	-266	12.30	99544.00	149.35
1239	998	413	2004	-263	293	1214	-123	-183	-266	12.30	99545.00	149.26
1260	1111	147	2089	-145	265	357	-123	-183	-266	12.30	99554.00	148.50
1281	551	392	1600	-9	103	-244	-109	-174	-266	12.30	99540.00	149.68
1302	1026	350	1766	-8	-148	42	-109	-174	-266	12.30	99549.00	148.93
1323	933	367	1880	-80	-58	502	-109	-174	-266	12.30	99538.00	149.85
1343	1073	330	1797	-181	-14	788	-108	-170	-271	12.30	99545.00	149.26
1364	960	262	1710	-162	50	451	-108	-170	-271	12.30	99548.00	149.01
1385	1074	222	1599	-93	86	321	-108	-170	-271	12.30	99544.00	149.35
1406	1022	215	1717	44	135	344	-102	-167	-267	12.30	99545.00	149.26
1427	1106	266	1800	46	149	818	-102	-167	-267	12.30	99545.00	149.26
1448	928	249	1716	-94	33	1009	-102	-167	-267	12.30	99545.00	149.26
1469	893	312	1559	-248	-116	549	-91	-162	-272	12.30	99543.00	149.43
1490	1073	81	1685	-175	-144	282	-91	-162	-272	12.30	99543.00	149.43
1511	1076	157	1730	7	21	329	-91	-162	-272	12.30	99541.00	149.60
1532	963	220	1857	-1	37	735	-93	-160	-267	12.30	99544.00	149.35
1553	926	231	1639	-99	47	1216	-93	-160	-267	12.30	99543.00	149.43
1573	998	173	1788	-240	1	1570	-93	-160	-267	12.30	99544.00	149.35
1595	944	298	1715	-299	28	1093	-93	-160	-267	12.30	99544.00	149.35
1615	970	42	1817	-239	41	604	-81	-155	-264	12.30	99548.00	149.01
1637	895	-44	1718	-211	21	647	-81	-155	-264	12.30	99543.00	149.43
1657	1014	-31	1964	-187	40	1116	-81	-155	-264	12.30	99537.00	149.94
1679	682	-19	1545	-202	87	1090	-74	-145	-261	12.30	99533.00	150.28
1699	992	95	1390	-235	34	514	-74	-145	-261	12.30	99542.00	149.52
1720	1064	-112	1746	-255	36	72	-74	-145	-261	12.30	99538.00	149.85
1741	1582	-5	1482	-210	141	649	-66	-137	-265	12.30	99533.00	150.28
1762	313	223	2193	48	66	924	-66	-137	-265	12.30	99550.00	148.84
1783	916	329	1929	-83	232	835	-66	-137	-265	12.30	99547.00	149.10
1804	591	-98	2069	-38	248	854	-53	-135	-266	12.30	99539.00	149.77
1825	940	-7	2240	-85	184	564	-53	-135	-266	12.30	99541.00	149.60
1846	1039	166	1810	-79	256	3	-53	-135	-266	12.30	99541.00	149.60
1866	789	-34	1610	-70	61	182	-41	-134	-272	12.30	99530.00	150.53
1888	866	395	1671	-205	-148	-167	-41	-134	-272	12.30	99538.00	149.85
1908	1067	70	1622	-328	-278	-265	-41	-134	-272	12.30	99546.00	149.18
1930	1040	295	1683	-247	-202	-431	-47	-128	-260	12.30	99543.00	149.43
1950	996	482	2216	-28	-116	-588	-47	-128	-260	12.30	99538.00	149.85
1972	835	-442	2285	343	-201	-592	-47	-128	-260	12.30	99536.00	150.02
1992	1233	-37	1786	285	-102	-877	-47	-128	-260	12.30	99538.00	149.85
2014	1054	-89	1934	124	-32	-871	-60	-134	-261	12.30	99545.00	149.26
2034	810	-101	1803	-12	-118	-656	-60	-134	-261	12.30	99547.00	149.10
2056	974	54	1927	-116	-176	-654	-60	-134	-261	12.30	99544.00	149.35
2076	1807	69	1877	-333	145	-821	-71	-139	-270	12.30	99538.00	149.85
2097	1160	314	2216	-413	106	-1024	-71	-139	-270	12.30	99540.00	149.68
2118	667	-214	1501	-383	37	-1079	-71	-139	-270	12.30	99535.00	150.11
2140	538	-225	1705	-107	-188	-808	-80	-133	-263	12.30	99539.00	149.77
2160	1357	549	1579	-21	-186	-1275	-80	-133	-263	12.30	99537.00	149.94
2182	1176	714	2269	-23	-160	-1532	-80	-133	-263	12.30	99538.00	149.85
2202	1053	-211	1577	96	-304	-711	-96	-137	-270	12.30	99536.00	150.02
2224	1300	987	1760	0	-42	-1031	-96	-137	-270	12.30	99543.00	149.43
2244	227	909	1852	-38	-54	-1116	-96	-137	-270	12.30	99540.00	149.68
2265	-840	-1027	1506	-60	-176	-1182	-110	-147	-265	12.30	99542.00	149.52
2286	957	-91	1709	-28	-250	-835	-110	-147	-265	12.30	99540.00	149.68
2308	1295	313	1865	-14	-240	-858	-110	-147	-265	12.30	99540.00	149.68
2328	1243	337	1952	27	-145	-796	-125	-150	-256	12.30	99542.00	149.52
2350	1195	190	1810	100	-1	-851	-125	-150	-256	12.30	99536.00	150.02
2370	1174	413	1809	46	98	-864	-125	-150	-256	12.30	99541.00	149.60
2392	948	103	1449	126	53	-672	-133	-158	-259	12.30	99539.00	149.77
2412	897	326	1580	126	-80	-873	-133	-158	-259	12.30	99545.00	149.26
2434	957	233	1671	114	-172	-996	-133	-158	-259	12.30	99543.00	149.43
2454	982	305	1578	193	-222	-805	-133	-158	-259	12.30	99543.00	149.43
2476	1048	387	1575	230	-233	-650	-145	-171	-257	12.30	99548.00	149.01
2496	1107	517	1666	145	-176	-570	-145	-171	-257	12.30	99544.00	149.35
2518	1095	577	1653	-1	-129	-644	-145	-171	-257	12.30	99543.00	149.43
2538	1161	598	1699	-138	-138	-673	-154	-184	-256	12.30	99547.00	149.10
2560	1078	624	1735	-257	-166	-599	-154	-184	-256	12.30	99551.00	148.76
2580	1201	436	1388	-310	-145	-599	-154	-184	-256	12.30	99554.00	148.50
2601	1008	563	1711	-270	-188	-443	-163	-185	-260	12.30	99545.00	149.26
2623	1313	553	1486	-254	-174	-521	-163	-185	-260	12.30	99549.00	148.93
2643	1190	382	1575	-105	-133	-581	-163	-185	-260	12.30	99539.00	149.77
2665	1113	466	2035	83	57	-611	-173	-183	-255	12.30	99547.00	149.10
2685	995	34	2040	420	307	-772	-173	-183	-255	12.30	99542.00	149.52
2707	1329	-369	2214	916	118	-842	-173	-183	-255	12.30	99552.00	148.67
2727	513	-4	1268	574	-296	-844	-171	-205	-262	12.30	99540.00	149.68
2749	618	997	1077	458	-540	-670	-171	-205	-262	12.30	99550.00	148.84
2769	691	150	2806	282	-577	-489	-171	-205	-262	12.30	99540.00	149.68
2791	1208	736	1414	145	-223	-319	-190	-230	-258	12.30	99550.00	148.84
2812	1087	361	1457	223	-93	-357	-190	-230	-258	12.30	99548.00	149.01
2833	1119	678	1545	227	84	-449	-190	-230	-258	12.30	99551.00	148.76
2854	960	930	1540	250	32	-800	-191	-241	-256	12.30	99542.00	149.52
2875	851	1065	2136	203	-105	-665	-191	-241	-256	12.30	99550.00	148.84
2896	839	782	1407	58	-206	-403	-191	-241	-256	12.30	99550.00	148.84
2917	1109	758	1800	41	-233	-248	-191	-241	-256	12.30	99538.00	149.85
2938	770	1072	1746	-24	-290	-344	-197	-253	-252	12.30	99545.00	149.26
2959	1398	615	1545	-79	185	-488	-197	-253	-252	12.30	99548.00	149.01
2980	1270	1708	1603	-458	308	-481	-197	-253	-252	12.30	99543.00	149.43
3001	512	633	1588	-321	-185	103	-197	-257	-254	12.30	99541.00	149.60
3022	920	688	1481	-255	-262	46	-197	-257	-254	12.30	99544.00	149.35
3043	1230	704	1561	-80	-57	-344	-197	-257	-254	12.30	99547.00	149.10
3064	1064	805	1466	63	219	-470	-201	-250	-254	12.30	99549.00	148.93
3085	636	71	1827	295	122	-356	-201	-250	-254	12.30	99549.00	148.93
3106	828	991	1611	141	43	-389	-201	-250	-254	12.30	99543.00	149.43
3127	911	763	1639	102	-114	-422	-198	-257	-261	12.30	99534.00	150.19
3148	-40	715	2183	218	-460	-488	-198	-257	-261	12.30	99546.00	149.18
3169	580	910	1845	-74	-210	-395	-198	-257	-261	12.30	99548.00	149.01
3190	1026	1125	1552	-165	274	-224	-202	-267	-259	12.30	99538.00	149.85
3211	3	1381	2371	-382	117	88	-202	-267	-259	12.30	99546.00	149.18
3232	789	680	1522	-143	9	85	-202	-267	-259	12.30	99540.00	149.68
3253	867	790	1493	-21	-84	-36	-199	-264	-253	12.30	99549.00	148.93
3274	966	906	1471	-70	-68	131	-199	-264	-253	12.30	99551.00	148.76
3295	970	952	1607	-165	39	446	-199	-264	-253	12.30	99544.00	149.35
3316	1046	808	1501	-202	158	426	-199	-264	-253	12.30	99541.00	149.60
3337	1073	983	1612	-205	293	508	-200	-258	-254	12.30	99543.00	149.43
3358	1038	736	1583	-210	288	568	-200	-258	-254	12.30	99550.00	148.84
3379	798	826	1706	-230	186	1081	-200	-258	-254	12.30	99540.00	149.68
3400	872	689	1558	-280	22	758	-190	-249	-257	12.30	99552.00	148.67
3421	827	802	1470	-420	-114	1146	-190	-249	-257	12.30	99545.00	149.26
3442	922	731	1522	-532	-84	2209	-190	-249	-257	12.30	99543.00	149.43
3463	935	1072	1583	-740	46	2642	-185	-221	-255	12.30	99546.00	149.18
3484	1123	372	1648	-566	48	1735	-185	-221	-255	12.30	99535.00	150.11
3506	984	566	1869	-442	46	835	-185	-221	-255	12.30	99547.00	149.10
3526	1035	501	1620	-469	-11	1443	-176	-185	-257	12.30	99543.00	149.43
3548	1015	351	1730	-569	8	2398	-176	-185	-257	12.30	99542.00	149.52
3568	1833	696	1814	-709	176	2831	-176	-185	-257	12.30	99548.00	149.01
3590	1528	358	1669	-546	225	1957	-159	-146	-249	12.30	99545.00	149.26
3610	1196	273	1391	-349	88	1266	-159	-146	-249	12.30	99550.00	148.84
3632	1095	169	1496	-356	-11	1703	-159	-146	-249	12.30	99544.00	149.35
3653	970	-181	1691	-361	-10	2507	-139	-118	-249	12.30	99550.00	148.84
3674	1955	-142	1476	-382	301	3280	-139	-118	-249	12.30	99547.00	149.10
3695	1104	189	2243	-419	200	2747	-139	-118	-249	12.30	99549.00	148.93
3716	919	-159	1291	-383	-8	1631	-103	-96	-241	12.30	99544.00	149.35
3737	1074	-513	1644	-513	-210	1917	-103	-96	-241	12.30	99542.00	149.52
3758	749	-220	1445	-574	-82	3533	-103	-96	-241	12.30	99543.00	149.43
3779	639	-1292	2082	-364	146	4299	-103	-96	-241	12.30	99546.00	149.18
3800	715	408	1621	-637	435	2781	-68	-71	-237	12.30	99544.00	149.35
3821	828	-685	1566	-522	311	1109	-68	-71	-237	12.30	99548.00	149.01
3842	418	-277	1903	-443	287	1272	-68	-71	-237	12.30	99552.00	148.67
3863	1121	-1069	1916	-55	347	1912	-25	-52	-230	12.40	99555.00	148.42
3884	856	-134	1474	-71	448	1976	-25	-52	-230	12.30	99546.00	149.18
3905	426	-342	1544	-74	392	1023	-25	-52	-230	12.30	99543.00	149.43
3926	440	-263	1418	-227	206	291	14	-58	-234	12.30	99549.00	148.93
3947	1155	-1462	1457	-13	194	404	14	-58	-234	12.30	99545.00	149.26
3968	595	-675	1756	112	53	531	14	-58	-234	12.30	99546.00	149.18
3989	954	-611	1766	121	139	-16	26	-60	-237	12.30	99540.00	149.68
4009	1181	-832	1862	158	427	-594	26	-60	-237	12.30	99548.00	149.01
4030	900	-414	1668	212	575	-575	26	-60	-237	12.30	99540.00	149.68
4051	702	-878	1607	156	291	-162	31	-64	-241	12.40	99552.00	148.67
4072	700	-785	1703	163	41	-45	31	-64	-241	12.30	99550.00	148.84
4093	798	-770	1930	237	-73	-608	31	-64	-241	12.30	99550.00	148.84
4114	1015	-801	1907	339	-38	-1020	25	-70	-251	12.30	99538.00	149.85
4135	1057	-716	2033	443	45	-892	25	-70	-251	12.30	99537.00	149.94
4156	857	-826	1923	644	77	-707	25	-70	-251	12.30	99546.00	149.18
4176	931	-625	1890	798	101	-712	15	-89	-246	12.30	99550.00	148.84
4198	1263	-346	1928	757	385	-712	15	-89	-246	12.30	99552.00	148.67
4218	1031	-222	1822	490	621	-248	15	-89	-246	12.30	99543.00	149.43
4240	737	-109	1729	183	534	-254	15	-89	-246	12.30	99552.00	148.67
4260	687	-494	1747	151	344	-358	27	-109	-255	12.30	99543.00	149.43
4282	706	-430	1761	365	334	-335	27	-109	-255	12.30	99542.00	149.52
4302	596	-31	1711	297	379	-426	27	-109	-255	12.30	99548.00	149.01
4324	273	75	1496	-63	162	-532	34	-117	-259	12.30	99549.00	148.93
4344	227	-328	1559	-214	-235	-481	34	-117	-259	12.30	99543.00	149.43
4365	629	-632	1773	-68	-299	-120	34	-117	-259	12.30	99550.00	148.84
4386	757	-889	2127	49	-113	231	28	-114	-260	12.30	99537.00	149.94
4407	584	-439	1886	-58	-16	431	28	-114	-260	12.30	99540.00	149.68
4428	648	-389	1732	-96	31	418	28	-114	-260	12.30	99547.00	149.10
4449	1483	-716	1709	-205	339	1128	33	-113	-259	12.30	99548.00	149.01
4470	583	-346	1979	-375	436	2014	33	-113	-259	12.30	99538.00	149.85
4491	760	-486	2023	-561	456	2672	33	-113	-259	12.30	99551.00	148.76
4512	-91	-475	1945	-850	394	2944	70	-118	-255	12.30	99542.00	149.52
4533	897	-198	2041	-1130	192	3550	70	-118	-255	12.30	99538.00	149.85
4554	790	-719	1350	-897	77	2567	70	-118	-255	12.30	99547.00	149.10
4575	289	-733	1648	-67	31	965	107	-117	-245	12.30	99539.00	149.77
4596	-197	-270	1544	154	-42	108	107	-117	-245	12.30	99542.00	149.52
4617	356	-711	1763	846	-336	-768	107	-117	-245	12.30	99539.00	149.77
4638	1175	-2690	1777	983	-614	-1481	107	-117	-245	12.30	99538.00	149.85
4659	604	-347	2006	693	-756	-2105	95	-135	-249	12.30	99541.00	149.60
4680	771	-364	1983	436	-740	-2292	95	-135	-249	12.30	99538.00	149.85
4701	702	-550	1979	328	-671	-2152	95	-135	-249	12.30	99538.00	149.85
4722	679	-603	1862	410	-537	-2229	49	-138	-260	12.30	99546.00	149.18
4743	896	-196	1962	482	-282	-2684	49	-138	-260	12.30	99542.00	149.52
4764	853	-186	1964	287	-148	-3147	49	-138	-260	12.30	99539.00	149.77
4786	621	-512	1703	75	-367	-1927	12	-137	-269	12.30	99543.00	149.43
4806	813	-182	1810	-59	-508	-1214	12	-137	-269	12.30	99538.00	149.85
4828	924	-248	1767	-54	-350	-842	12	-137	-269	12.30	99543.00	149.43
4848	966	-596	1986	236	-182	-46	-14	-136	-268	12.30	99536.00	150.02
4869	731	-835	2161	699	-153	1036	-14	-136	-268	12.30	99542.00	149.52
4890	1009	-320	2104	948	-103	1753	-14	-136	-268	12.30	99540.00	149.68
4912	1429	-130	1963	84	486	2502	-8	-162	-275	12.30	99543.00	149.43
4932	1166	325	1322	-588	296	3537	-8	-162	-275	12.30	99540.00	149.68
4954	1381	-1038	1653	-1475	174	5199	-8	-162	-275	12.30	99543.00	149.43
4974	952	-821	1607	-1156	114	5066	38	-153	-267	12.30	99537.00	149.94
4996	619	-64	1834	-363	228	2826	38	-153	-267	12.30	99538.00	149.85
5016	328	-335	1461	-21	334	1350	38	-153	-267	12.30	99533.00	150.28
5038	375	-221	1660	520	59	808	66	-162	-267	12.30	99542.00	149.52
5058	269	-255	1539	439	-208	-107	66	-162	-267	12.30	99534.00	150.19
5080	609	50	1766	203	-205	-1030	66	-162	-267	12.30	99542.00	149.52
5100	1079	-119	1856	-146	157	-2012	66	-162	-267	12.30	99544.00	149.35
5122	1144	-966	2013	-223	688	-1919	56	-168	-267	12.30	99540.00	149.68
5142	1034	-824	1920	-137	1132	-713	56	-168	-267	12.30	99538.00	149.85
5164	985	-725	1876	-38	1472	-621	56	-168	-267	12.30	99540.00	149.68
5184	657	-398	2024	-114	1557	-1108	80	-154	-262	12.30	99548.00	149.01
5206	664	-760	1913	-224	1551	-708	80	-154	-262	12.30	99533.00	150.28
5226	757	-989	1545	-138	1634	920	80	-154	-262	12.30	99541.00	149.60
5248	604	-409	1765	38	1759	1626	133	-147	-252	12.30	99543.00	149.43
5269	502	-82	1846	38	1705	588	133	-147	-252	12.30	99542.00	149.52
5289	-3	-675	1977	168	1399	-382	133	-147	-252	12.30	99538.00	149.85
5310	-441	-480	1959	315	673	-927	188	-162	-236	12.30	99538.00	149.85
5331	-496	-271	1886	305	6	-1975	188	-162	-236	12.30	99539.00	149.77
5353	-322	-488	1860	369	-451	-2408	188	-162	-236	12.30	99531.00	150.45
5373	-115	-392	1793	496	-642	-2316	171	-139	-238	12.30	99544.00	149.35
5395	-221	-206	1837	600	-709	-2455	171	-139	-238	12.30	99540.00	149.68
5415	-126	-286	1865	622	-769	-2401	171	-139	-238	12.30	99543.00	149.43
5437	-89	-156	1819	466	-880	-2361	120	-129	-245	12.30	99545.00	149.26
5458	-60	-335	1865	361	-992	-2480	120	-129	-245	12.30	99539.00	149.77
5479	1027	698	2304	178	-465	-2568	120	-129	-245	12.30	99540.00	149.68
5500	382	-385	2073	520	-139	-2636	68	-120	-245	12.30	99545.00	149.26
5521	362	-186	1867	517	-216	-1902	68	-120	-251	12.30	99542.00	149.52
5542	611	-72	1832	613	-301	-1686	68	-120	-251	12.30	99535.00	150.11
5563	774	-115	2001	630	-329	-1421	68	-120	-251	12.30	99537.00	149.94
5584	945	-89	2001	562	-145	-1003	41	-129	-261	12.30	99543.00	149.43
5605	950	-120	2055	398	145	-333	41	-129	-261	12.30	99537.00	149.94
5626	679	-264	2072	267	241	458	41	-129	-261	12.30	99536.00	150.02
5647	-136	-239	1830	159	81	983	37	-143	-268	12.30	99542.00	149.52
5668	370	133	1771	-493	-207	1296	37	-143	-268	12.30	99539.00	149.77
5689	507	-124	1722	-571	-262	1832	37	-143	-268	12.30	99547.00	149.10
5710	858	36	1915	-448	15	1890	48	-144	-269	12.30	99557.00	148.25
5731	819	121	1823	-319	417	1971	48	-144	-269	12.30	99543.00	149.43
5752	826	0	1668	-208	660	2118	48	-144	-269	12.30	99532.00	150.36
5773	113	-409	1872	-383	458	2405	80	-150	-266	12.30	99533.00	150.28
5794	231	334	2218	-560	315	2316	80	-150	-266	12.30	99536.00	150.02
5815	237	-108	2214	-328	518	1892	80	-150	-266	12.30	99548.00	149.01
5836	394	-378	1768	251	922	1275	115	-161	-256	12.30	99543.00	149.43
5857	-310	-467	1743	481	800	61	115	-161	-256	12.30	99542.00	149.52
5878	612	477	2151	118	677	-683	115	-161	-256	12.30	99542.00	149.52
5899	90	232	1854	-208	243	-1571	137	-165	-254	12.30	99544.00	149.35
5920	-4	215	1713	-271	-263	-2590	137	-165	-254	12.30	99538.00	149.85
5941	119	-148	1544	-30	-581	-3653	137	-165	-254	12.30	99544.00	149.35
5962	125	-448	1965	357	-671	-3961	137	-165	-254	12.30	99545.00	149.26
5983	-384	-558	2038	756	-964	-3181	96	-129	-255	12.30	99548.00	149.01
6004	94	-576	2016	1055	-1236	-2499	96	-129	-255	12.30	99541.00	149.60
6026	179	-347	2165	1284	-1327	-2066	96	-129	-255	12.30	99538.00	149.85
6046	812	-36	2191	1185	-1125	-1509	28	-143	-267	12.30	99543.00	149.43
6068	937	229	2277	776	-464	-635	28	-143	-267	12.30	99540.00	149.68
6088	252	-251	1939	444	-375	780	28	-143	-267	12.30	99543.00	149.43
6110	75	-397	1848	717	-839	1941	-1	-169	-277	12.30	99539.00	149.77
6130	1690	643	1830	652	-591	1767	-1	-169	-277	12.30	99534.00	150.19
6152	1823	733	1104	463	89	1706	-1	-169	-277	12.30	99546.00	149.18
6172	2130	1057	1479	-51	1038	1301	-2	-201	-281	12.30	99545.00	149.26
6194	2002	202	1315	-625	1383	2873	-2	-201	-281	12.30	99542.00	149.52
6214	214	-1301	1527	-218	1283	3364	-2	-201	-281	12.30	99547.00	149.10
6236	-420	-122	2191	-119	710	2198	57	-201	-279	12.30	99543.00	149.43
6256	-473	115	1850	-10	-60	543	57	-201	-279	12.30	99542.00	149.52
6278	226	415	1704	-29	-661	-231	57	-201	-279	12.30	99548.00	149.01
6298	824	866	1823	-219	-749	-1094	54	-204	-282	12.30	99545.00	149.26
6320	978	664	1746	-420	-505	-1503	54	-204	-282	12.30	99553.00	148.59
6340	1328	491	2051	-480	-52	-1947	54	-204	-282	12.30	99543.00	149.43
6362	933	493	1989	-545	361	-2637	34	-182	-273	12.30	99540.00	149.68
6382	423	109	1895	-616	70	-2555	34	-182	-273	12.30	99553.00	148.59
6404	217	-81	1779	-449	-410	-2228	34	-182	-273	12.30	99541.00	149.60
6424	10	-327	1755	-83	-935	-2312	34	-182	-273	12.30	99546.00	149.18
6446	318	-631	1936	485	-1390	-2258	4	-154	-270	12.30	99548.00	149.01
6466	621	-467	1917	1092	-1457	-1594	4	-154	-270	12.30	99548.00	149.01
6488	3860	1084	2584	532	345	-198	4	-154	-270	12.30	99539.00	149.77
6508	1822	761	2807	831	1334	414	-46	-182	-275	12.30	99536.00	150.02
6530	440	203	1890	550	1259	1561	-46	-182	-275	12.30	99543.00	149.43
6550	989	-203	1750	535	486	2593	-46	-182	-275	12.30	99553.00	148.59
6572	1554	543	1706	-553	181	3177	-2	-212	-289	12.30	99540.00	149.68
6593	1242	463	1565	-1291	497	2646	-2	-212	-289	12.30	99541.00	149.60
6614	864	-195	1450	-681	980	1737	-2	-212	-289	12.30	99545.00	149.26
6635	-704	-136	1173	74	859	1133	30	-195	-281	12.30	99538.00	149.85
6656	-162	552	1873	314	300	148	30	-195	-281	12.30	99544.00	149.35
6677	387	1121	1842	17	-290	-849	30	-195	-281	12.30	99549.00	148.93
6697	1137	858	1999	-593	-289	-1186	38	-202	-284	12.30	99540.00	149.68
6719	1296	-21	2085	-794	199	-602	38	-202	-284	12.30	99545.00	149.26
6739	999	154	1926	-659	638	-456	38	-202	-284	12.30	99542.00	149.52
6761	705	207	1974	-407	813	-771	41	-174	-273	12.30	99541.00	149.60
6781	204	197	1868	-404	323	-1514	41	-174	-273	12.30	99540.00	149.68
6803	113	-13	1773	-413	-461	-1641	41	-174	-273	12.30	99551.00	148.76
6823	309	-395	1729	-135	-964	-1290	41	-174	-273	12.30	99548.00	149.01
6845	595	-610	1734	423	-995	-676	27	-155	-268	12.30	99548.00	149.01
6865	363	-642	1921	1702	-968	-365	27	-155	-268	12.30	99545.00	149.26
6887	2109	-105	1966	1748	139	-41	27	-155	-268	12.30	99537.00	149.94
6907	683	743	2110	1467	872	700	-2	-193	-281	12.30	99547.00	149.10
6929	926	1441	2020	739	771	973	-2	-193	-281	12.30	99536.00	150.02
6949	801	814	1778	-233	436	1517	-2	-193	-281	12.30	99544.00	149.35
6971	640	199	2100	-810	462	1813	27	-231	-287	12.30	99546.00	149.18
6991	639	411	1579	-781	811	1412	27	-231	-287	12.30	99541.00	149.60
7013	194	129	1464	-521	724	1140	27	-231	-287	12.30	99545.00	149.26
7033	-11	532	1273	-180	306	543	57	-217	-286	12.30	99543.00	149.43
7054	138	1036	1985	-312	-251	-371	57	-217	-286	12.30	99542.00	149.52
7075	1061	1042	1923	-758	-353	-1288	57	-217	-286	12.30	99542.00	149.52
7097	1301	583	1895	-1083	152	-932	51	-198	-281	12.30	99534.00	150.19
7117	965	342	1805	-1097	668	-895	51	-198	-281	12.30	99535.00	150.11
7139	195	-90	1766	-791	448	-1050	51	-198	-281	12.30	99546.00	149.18
7159	-98	-313	1728	-314	-238	-1332	56	-158	-271	12.30	99542.00	149.52
7181	23	-609	1870	238	-965	-1251	56	-158	-271	12.30	99538.00	149.85
7201	604	-770	2118	830	-1252	-759	56	-158	-271	12.30	99543.00	149.43
